Текст
"Американский аукционный дом Heritage Auctions продал Нобелевскую медаль премии мира главного редактора «Новой газеты» Дмитрия Муратова  1035 миллиодолларов 

Все вырученные средства пойдут поддержку гуманитарной миссии ЮНИСЕФ оканию помощи украинским детям-беженцам и их семьям

        jBury"
"Две трети россиян_ок сталкиваются с эмоциональным выгоранием в то же время данным Axios число публикаций в соцсетях о войне упало в 22 ра между первой и пятнадцатой неделями полномасштабного российского вторжения

этом фоне сотый день войны в нашей е ее авторка првала «не нимать эфир» соцсетей и постить больше информации о войне С такой позицией согласны не все — для многих такой прыв кажется моралаторством

DOXA вместе с читатель_ницами и активист_ками разбирается  ли постить обычную жнь к концу четвертого месяца войны и как продолжать рассказывать о ней

  warnotlife"
"В Антивоенной е каждый вечер кто-то  нас  о том проошло делится своими мыслями и  как  попробовать отвлечься новостей хотя бы ненадолго

 сегодняшнее письмо раннего ливщика и и корректорки Яблони         jBD1R

Подписаться Антивоенную у   antiwarletter"
"Партия Макропотеряла большинство в нижней палате парламента левые утроили представительство ультраправые обошли традиционных правоцентристов

Ipsos и Sopra Steria опубликовали прогноз результатов выборов в Национальное собрание Франции — самую влиятельную палату французского парламента

Согласно прогном «Возрождение» потеряет большинство и получит лишь 224 места при большинстве в 289 Левая коалиция получает 149 мест (+91 сравнению с 2017 годом) ультраправые под лидерством Марин Ле Пен 89 (+81) правоцентристы — 78 (-52)

Правящей партии не хватает 65 мест до формирования правительства Ожидается «Возрождение» сформирует коалицию с «Союзом правых и центра» для реалации своей программы включающей снижение налогов и повышение пенсионного возраста с 62 до 65 лет"
"Партия Макропотеряла большинство в нижней палате парламента левые утроили представительство ультраправые обошли традиционных правоцентристов

Ipsos и Sopra Steria опубликовали прогноз результатов выборов в Национальное собрание Франции — самую влиятельную палату французского парламента

Согласно прогном «Возрождение» потеряет большинство и получит лишь 224 места при большинстве в 289 Левая коалиция получает 149 мест (+91 сравнению с 2017 годом) ультраправые под лидерством Марин Ле Пен 89 (+81) правоцентристы — 78 (-52)

Правящей партии не хватает 65 мест до формирования правительства Ожидается «Возрождение» сформирует коалицию с «Союзом правых и центра» для реалации своей программы включающей снижение налогов и повышение пенсионного возраста с 62 до 65 лет"
"Сегодня Международный день борьбы с военными насилованиями

После начала войны украинка Настя Подорожная бежала с сестрой  Львова в Краков Спустя несколько дней Настя пустила «Мартинку» — горячую линию для женщин переживших сексуалированное насилие Сотрудницы помогают женщинам получить психологическую и медицинскую помощь в Польше

DOXA поговорила с Настей о пуске «Мартинки» о проблемах беженок и об активме в стране где криминалированы аборты

TW сексуалированное насилие фиологические подробности

        jBihC

Б«Мартинки»     martynka_bot"
"Адвокат Саши Скочиленко ЯНеповиннова сообщает о том художнице в психиатрической больнице где опроходит эксперту не предоставляют нужную диету

        jBsvm"
"Согласно свидетельствам собранным BBC украинцев проходящих через фильтрационные лагеря нередко пытают российские солдаты и офицеры 
Солдаты реагируют всё свяно или хотя бы минимально ассоциируется с украинским государством

        jBsf5"
"подсчётам Управления Верховного комиссара ООН делам беженцев Украину с начала войны покинуло 75 миллиочеловек 

В ООН нынешний крис дисплейсмента назвали крупнейшим со времён Второй мировой войны"
"The New York Times учила более двух тысяч перелётов бнес-джетов и выяснила после введения санкций российская элита чаще всего летает в Дубай Также значительно выросла доля рейсов в Турцию Кахстан и Азербайджан 

        jBqkP"
"В Индии третий день продолжаются протесты против реформы системы прыва в армию Срок службы планируют сократить с 17 до 4 лет может привести к безработице 75% прывников В результате столкновений с полицией погиб один человек

        jBqnG"
Глава Минпромторга Денис Мантуров ПМЭФ вопрос не жаль ли ему уходящую  России шведскую компанию IKEA ответил «жалко у пчелки» — РИА Новости
"«Путин отказывает в суверенности народу простым украинцам которые якобы даже не и понимают их стра«десуверенируется»

Коллектив НЕВОЙспециально для DOXA написал колонку о том как путинская элита понимает суверенитет

  putinsovereignty"
"«Важные истории» учили данные с мобильного телефона принадлежавшего выжившему после расстрела жителей в Буче Ивану Скибе дание установило личности восьми псковских десантников которые звонили своим блким с украденного устройства

        jBqtM"
Президент КахстаКасым-Жомарт Токаев в присутствии Путаявил считает «ДНР» и «ЛНР» квазигосударственными территориями поэтому стране прнает самопровозглашённые республики
"выступлении Петербургском международном экономическом форуме Путин в очередной раз не смог выговорить имя президента КахстаКасым-Жомарта Кемелевича Токаева

Во время телефонных переговоров в январе Путин уже называл президента Кахста«Кемел Жомартовичем Токаевым»

Также пресс-конференции в прошлом году Путин назвал Токаева «новый президент» упомянув при этом имени бывшего президента НурсултаНарбаева

Видео «Агентство Новости»"
"Сегодня глава МВД Великобритании Прити Пател одобрила экстрадицию основателя WikiLeaks ДжулиаАссанжа в США — там ему грозит 175 лет тюрьмы

 в карточках чем вестен журналист и ему грозит"
"Администрация Центрального округа Новосибирска направила местным предпринимателям просьбу «рассмотреть возсть окания помощи военнослужащим» 41-й армии которая воюет в Украине 

Чиновники просят бнесменов передать военным трусы носки кофе печенье сигареты туалетную бумагу и другие товары

        jBA5I"
"Еврокомиссия рекомендовала предоставить статус кандидата в ЕС Украине и Молдове но не Грузии

• Грузии пока откано до «выполнения ряда условий»

• Все три страны подали явки вступление в ЕС после полномасштабного вторжения России в Украину"
"В Антивоенной е каждый вечер кто-то  нас  о том проошло делится своими мыслями и  как  попробовать отвлечься новостей хотя бы ненадолго

 сегодняшнее письмо Яблони mailchimp    antiwarletter-106

Подписаться Антивоенную у   antiwarletter"
"Сейм Литвы прнал вывоз украин_ок в Россию депортацией

Сейм в резолюции явил «проводимая вооруженными силами и политическим и военным руководством России масштабная вооруженная агрессия и принудительный вывоз населения в Россию или временно контролируемые Россией территории являются депортацией украинского народа» пишет Delfi"
"Гендиректор криптобиржи Kraken Джесси Пауэлл уволил 20 сотрудников компании - того они «не подходили культуре компании»
его мнению «работники сосредоточились мелких обидах и проблемах первого мира»

        jBScX"
"Касым-Жомарт Токаев явил Кахстан будет соблюдать падные санкции против России

«Санкции есть санкции мы не должны их нарушать тем более мы получаем уведомления в отношении того в случае нарушения санкций последуют так называемые вторичные санкции со стороны пада в отношении нашей экономики» — приводит слова Токаева РБК"
"У волонтерки проекта «Открытое пространство» Дарьи Соболевой проходит обыск статье о вандалме — «ОП» со ссылкой адвоката ОВД-Инфо Сергея Тельнова

14 июня Дарью вместе с юристкой Ириной Путиловой уже держивали после прихода полиции в помещение органации Ее доставили в ОВД «Басманное» а после отпустили"
"Министерство образования Туркменистаутвердило порядок аттестации педагогов в котором говорится они обяны вать политику президента 

В документе говорится новые правила вводятся для «воспитания подрастающего поколения в духе любви и верности народу родине президенту Туркменистана» 

        jBrIW"
"Возле Дома культуры в Анапе провели выставку детских рисунков посвящённых войне в Украине 

ней разместили детские письма российским солдатам рисунки танков оружия и Z-символики

Видео читатель_ница DOXA"
"Жанаозенская компания «БатысГеофСервис» уволила 24 сотрудников предприятия устроивших бастовку ради повышения рплаты Рабочие отказывались выходить работу с 19 мая

        jBOK9"
"«Комитет против пыток» объявил о продолжении работы как «Команда против пыток» 10 июня органацию объявили «иностранным агентом» после чего проект явил о самоликвидации

        jBOs7"
"В Антивоенной е каждый вечер кто-то  нас  о том проошло делится своими мыслями и  как  попробовать отвлечься новостей хотя бы ненадолго

 сегодняшнее письмо Шуры mailchimp    antiwarletter-104

Подписаться Антивоенную у   antiwarletter"
"В группах поиску работу чатах сторонников войны в Украине и «Авито» появились объявления о поиске строителей для восстановления «ДНР» и «ЛНР» обратило внимание @сибирьмедиа

        jBORo"
"Телеграм-канал Baza сообщает в Краснодаре держали подозреваемого в поджоге здания ФСБ версии оперативников 46-летний Игорь Паскарь бросил пытался устроить поджог кинув «коктейль Молотова»

Фото Baza

        jBOCQ"
"В московский офис «Открытого пространства» пришли участники провластного движения SERB а тем наряд полиции 

Силовики ъяли все картины плакаты личные поручительства наклейки а также увезли опрос в ОВД «Басманный» сотрудницу правощитного проекта Дарью Соболеву и юристку Ирину Путилову

        jBdFl"
"Российские военные шли в здание Херсонского государственного университета и назначили собственное руководство расскал ректор ву Александр Спиваковский

Местное дание МОСТ также пишет о похищении проректора университета Максима Винника

        jBdD7"
"Кировский суд рассмотрит административное дело о «дискредитации армии» которое возбудили - зелёной ленточки в косе активистки Полины Мухачёвой Сотрудники УМВД потребовали у девушки расплести косу и мерили ленту линейкой сообщает «7×7»

        jBdqk"
"В Туркменистане начали проверять женские магазины требуя ъять  продажи помаду лак для ногтей и тушь для ресниц Ранее местные СМИ писали женщин начали штрафовать  макияж

        jBd9u"
"США прекращают научно-технологическое сотрудничество с российскими государственными исследовательскими учреждениями и аффилированными с ними лицами Пресс-рел опубликовали сайте Белого дома

        jBdPx"
"Политика Алексея Навального перевели  исправительной колонии №2 в Покрове Владимирской области в исправительное учреждение строгого режима сообщила адвокатка Ольга Михайлова

Ранее Навальный писал в колонии строгого режима в Мелехово для него готовят «тюрьму в тюрьме» В марте 2021 года «Медиазона» рассказывала о пытках в этом исправительном учреждении 

        jBdxC"
"В Антивоенной е каждый вечер кто-то  нас  о том проошло делится своими мыслями и  как  попробовать отвлечься новостей хотя бы ненадолго

 сегодняшнее письмо Анонимного Редактора DOXA #2 mailchimp    antiwarletter-9076177

Подписаться Антивоенную у   antiwarletter"
"В Антивоенной е каждый вечер кто-то  нас  о том проошло делится своими мыслями и  как  попробовать отвлечься новостей хотя бы ненадолго

 сегодняшнее письмо Веры гостевой редакторки DOXA         jBRyp

Подписаться Антивоенную у   antiwarletter"
"UPD Как следует  данных онлайОВД-Инфо как минимум 17 человек были сегодня держаны в московском метро Большинство отпускали без протокола

        jB4Kl

 не открывается         jB4KB"
"Студенты «ДНР» находящиеся линии обороны в Херсонской области написали открытое письмо к руководству самопровозглашённой республики с требованием отменить мобилацию для учащихся очной формы обучения DOXA поговорила с одним  авторов обращения

        jB4OB

 не открывается         jB4On"
"ОВД-Инфо пишет в московском метро полиция держала Михаила Локшии Ксению Крикуненко ориентировкам данным силовикам День России Также SOTA сообщила о держании журналиста Евгения Куракина

        jB4kC

 не открывается         jB4kk"
"Глава «ДНР» Денис Пушилин явил не видит основания для помилования пленных британцев ЭйдеАслии ШоПиннера и марокканца Брагима Саадуна приговорённых судом самопровозглшённой республики  «наёмничество»

        jB4fZ

 не открывается         jB4fp"
"В Антивоенной е каждый вечер кто-то  нас  о том проошло делится своими мыслями и  как  попробовать отвлечься новостей хотя бы ненадолго

 сегодняшнее письмо сливы внештатной авторки DOXA         jB4tL

Подписаться Антивоенную у   antiwarletter"
"В День России московские художники вывесили антивоенный баннер перед зданием Минобороны в Москве триколоре написано «Сегодня не мой день»

«Сегодня просто не наш день Наш день невисимости который мы безусловно достаточно скоро отметим — станет днём невисимости имперских амбиций» — говорится в явлении художников

Фото «Новая газета Европа»"
"Главы Северной Кореи Беларуси а также самопровозглашённых «ДНР» и «ЛНР» направили поздравительные телеграммы Владимиру Путину случаю Дня России

Высший руководитель КНДР Ким Чен Ын выразил поддержку Путину и явил «[Российский народ] достиг больших успехов в осуществлении справедливого дела щиты достоинства и безопасности своей страны»"
"Представляем Fawkes — программу разработанную лабораторией SANDLab при Чикагском университете позволяющую ограничить использование ваших фотографий для обучения моделей распознавания лиц

Скачать ПО         jB9L4
Видео доклада о работе ПО         jB9LR
Исходный код проекта         jB9LU

 наводку благодарим телеграм-канал Moscow Burns"
"Дело против Ярослава Иноземцева продолжается уже третий год У его семьи образовался долг оплату адвоката

Реквиты для помощи 
Сбер 2202 2032 8987 9357 (Юлия ПетровБ) 
Тинькофф 4377 7278 0012 9517 (Юлия Б)"
Владимир Путин подписал кон позволяющий не исполнять решения Европейского суда правам человека вынесенные после 15 марта 2022 года
Алексей Арестович Украа всё время войны с Россией потеряла 10 тысяч военнослужащих
"В Ивановском государственном университете провели нятие под названием «Неувядающая слава Герои Земли Русской глами иностранных студентов» Мероприятие провели для учащихся  стран Африки и Азии

        jBVJJ

 не открывается         jBVJ0"
"В Главном управлении разведки Украины считают экономические ресурсы России позволят ей вести войну в течение одного года 

Также в ведомстве утверждают российское руководство попытается «морозить войну некоторое время бы убедить пад снять санкции но тем продолжит агрессию»

        jBVqR

 не открывается         jBVqU"
"Ставропольский суд оштрафовал 20-летнего Савелия Морозова 40 тысяч рублей статье о «дискредитации» российской армии прывной комиссии он явил хочет пройти альтернативную гражданскую службу поскольку участие в агрессивной войне для него неприемлемо 

        jBVdh

 не открывается         jBVdv"
"Никулинский районный суд Москвы отклонил иск уволенного учителя школы СУНЦ при МГУ Сергея Сергеева против бывшей журналистки «Проекта» Юлии Лукьяновой 

Преподаватель требовал удаления расследования о многолетнем сексуалированном насилии отношению к ученикам и многомиллионной выплаты

        jBVE5

 не открывается         jBVEQ"
"В Синьцзяне уйгурского студента Зуляра Ясиприговорили к пяти годам колонии делу о сепаратме сообщило Radio Free Asia со ссылкой его родственницу её словам во время держания полиция обещала отпустить его через два дня

        jBV78

 не открывается         jBV7T"
"Художника БогдаЗу облившего синей и жёлтой красками фасад и двери городской администрации Евпатории в Крыму внв список террористов и экстремистов В мае его арестовали делу о подготовке к теракту

        jBVTn

 не открывается         jBVTG"
"В Антивоенной е каждый вечер кто-то  нас  о том проошло делится своими мыслями и  как  попробовать отвлечься новостей хотя бы ненадолго

 сегодняшнее письмо Даши Манжуры         jBEs9

Подписаться Антивоенную у   antiwarletter"
"В Антивоенной е каждый вечер кто-то  нас  о том проошло делится своими мыслями и  как  попробовать отвлечься новостей хотя бы ненадолго

 сегодняшнее письмо Анонимного Редактора DOXA #2         jBvcK

Подписаться Антивоенную у   antiwarletter"
Лидер «Национально-освободительного движения» и депутат Госдумы Евгений Фёдоров внёс конопроект об отмене прнания невисимости Литвы
"Мэрия Брянска объявила о проведении конкурса лучшее наполнение бомбоубежищ

        jBhRI

 не открывается         jBhRj"
"Как сообщает Baza со ссылкой внутренние документы компании бортпроводни_цам Аэрофлота придётся вести учёт туалетной бумаги и другой гигиенической продукции рейсах в Турцию

        jBhnJ

 не открывается         jBhn0"
"Сегодня РКН потребовал блокировать выпуск нашего подкаста  то мы называем вещи своими именами

Мы продолжаем освещать войну Помогите нам делать это и дальше те честную журналистику

Поддержать DOXA  России         jBhBP
Поддержать DOXA Patreon 
        jBhBy
Также мы принимаем криптовалюту
Bitcoin bc1qcp8839vknwqffvnd6r0t0rqtke9ajzt2ca2pap
Ethereum USDT USDC 0×09DF23795efeCb7405D3F5c9dB0DbDA4a6e8b874"
"В Антивоенной е каждый вечер кто-то  нас  о том проошло делится своими мыслями и  как  попробовать отвлечься новостей хотя бы ненадолго

 сегодняшнее письмо Солярного         jBhmX

Подписаться Антивоенную у   antiwarletter"
"Главного раввиМосквы Пинхаса Гольдшмидта вынудили уехать  России  отказ поддержать войну с Украиной 

        jBhtd

 не открывается         jBhtO"
"Podcastru удалил 53-й эпод нашего антивоенноего подкаста требованию Роскомнадзора Остальные эподы пока доступны 

Удалённый эпод также  послушать зеркале сервиса         jBhTB"
"Podcastru удалил 52-й эпод нашего антивоенноего подкаста требованию Роскомнадзора Остальные эподы пока доступны 

Удалённый эпод также  послушать зеркале сервиса         jBh8G"
Оккупационные власти порожской области хотят провести референдум о вхождении в РФ уже в этом году — РИА Новости
⚡В Москве держан Михаил Лобанов — преподаватель МГУ и победитель выборов в Госдуму против пропагандиста Евгения Попова бумажных участках
"Антивоенная ра №96 Аудиоверсия

— 60% порожской области оккупированы российскими военными — глава обладминистрации
— Российские оккупанты хотят крыть выезд  Мариуполя - угрозы вспышки холеры в городе
— Губернатор Курской области сообщил об обстреле приграничного посёлка
— МВД объявило в розыск журналиста-расследователя Андрея Солдатова
— Студенты ВятГУ опубликовали открытое письмо против буквы Z фасаде ву
— Телеканал «Дождь» получил разрешение вещание в Латвии

Слушать полностью любых платформах         jBP0q"
"В Антивоенной е каждый вечер кто-то  нас  о том проошло делится своими мыслями и  как  попробовать отвлечься новостей хотя бы ненадолго

 сегодняшнее письмо Яблони корректорки DOXA         jBPAi

Подписаться Антивоенную у   antiwarletter"
"Мосгорсуд оставил в силе домашний арест студентке ВШЭ Марии Платоновой Девушка останется под домашним арестом как минимум до 14 августа 

Платонова проходит обвиняемой делу о массовых беспорядках к которым перед выборами якобы прывал телеграм-канал «делать» Её обвиняют в публикации экстремистских комментариев под ником «Вован бивной» Адвокат настаивает у следствия нет никаких докательств вины Платоновой помимо написанной следователем справки 

Марию обвиняют ч 11 ст 212 УК РФ максимальное накание которой составляет до 10 лет лишения свободы

Фото SOTA

        jB7gx

 не открывается         jB7gf"
"Антивоенная ра  неделю Аудиоверсия

— Украиконтролирует половину Северодонецка
— Зеленский Россия оккупировала 20% территории Украины
— «ДНР» откажется обменивать пленных граждан  Британии и Марокко Им грозит смертная казнь
— Евросоюз утвердил шестой пакет санкций против России
— МИД Польши Евросоюз приступил к подготовке седьмого пакета санкций против России
—  неделю Роскомнадзор блокировал sebeanusonline сайт ликвидированного «Мемориала» сайты украинских медиа и других ресурсов
— Политику Алексею Навальному предъявили обвинение новому уголовному делу об экстремме

Слушать полностью         jB7kb

Подписаться Антивоенную у   antiwarletter"
